message,label
"server\src\main\server\war\root-context.xml","Configuration"
"common\src\main\java\org\red5\server\api\event\IEvent.java","Source Code"
"server\src\main\java\org\red5\server\service\HandlerServiceResolver.java","Source Code"
"src\test\resources\logback-test.xml","Resources"
"server\src\main\server\red5-debug.sh","Configuration"
"server\src\main\server\webapps\vod\osmf_1.0.0.16316.swf","Resources"
"server\src\main\server\webapps\root\demos\videoConference.swf","Resources"
"src\main\java\org\slf4j\impl\StaticLoggerBinder.java","Source Code"
"common\src\main\java\org\red5\server\messaging\InMemoryPushPushPipe.java","Source Code"
"src\main\server\plugins\Readme.md","Documentation"
"io\src\main\java\org\red5\io\IoConstants.java","Source Code"
"common\src\main\java\org\red5\server\net\rtmp\Channel.java","Source Code"
"common\src\main\java\org\red5\server\stream\IConsumerService.java","Source Code"
"server\src\main\java\org\red5\server\api\websocket\IWebSocketAwareHandler.java","Source Code"
"src\main\java\org\red5\server\api\statistics\IClientBroadcastStreamStatistics.java","Source Code"
"src\main\server\plugins\tomcat-juli.jar","Configuration"
"io\src\main\java\org\red5\io\object\Deserializer.java","Source Code"
"client\src\main\java\org\red5\client\net\rtmpe\Writer.java","Source Code"
"io\src\main\java\org\red5\io\ITagReader.java","Source Code"
"common\src\main\java\org\red5\server\net\rtmp\event\Invoke.java","Source Code"
"src\main\java\org\red5\server\api\stream\IStreamCodecInfo.java","Source Code"
"common\src\main\java\org\red5\server\exception\ClientNotFoundException.java","Source Code"
"servlet\src\main\java\org\red5\server\api\remoting\IRemotingConnection.java","Source Code"
"common\src\main\java\org\red5\server\net\rtmp\message\ChunkHeader.java","Source Code"
"io\src\main\java\org\red5\io\sctp\packet\chunks\CookieAck.java","Source Code"
"extras\audio\mp3\src\main\java\org\red5\io\mp3\impl\MP3Stream.java","Source Code"
"src\main\server\webapps\root\demos\adminPanel.html","Resources"
"server\src\main\java\org\red5\server\war\WarLoaderServlet.java","Source Code"
"src\main\java\org\red5\server\api\statistics\ISharedObjectStatistics.java","Source Code"
"src\test\java\org\red5\server\service\IEchoService.java","Tests"
"client\src\test\resources\RTMP-S0S1S2-02.dat","Resources"
"src\main\server\war\red5-web.properties","Configuration"
"src\main\server\webapps\vod\textLayout_2.0.0.232.swf","Resources"
"src\main\java\org\red5\server\net\rtmp\event\IRTMPEvent.java","Source Code"
"io\src\main\java\org\red5\annotations\Anonymous.java","Source Code"
"src\main\java\org\red5\server\exception\ClientDetailsException.java","Source Code"
"common\src\main\java\org\red5\server\api\statistics\IPlaylistSubscriberStreamStatistics.java","Source Code"
"io\src\main\java\org\red5\codec\AV1Video.java","Source Code"
"io\src\test\resources\fixtures\stray.flv","Resources"
"server\src\main\java\org\red5\server\plugin\PluginDescriptor.java","Source Code"
"src\main\server\plugins\tomcatplugin-1.10.jar","Configuration"
"src\main\java\org\red5\server\net\rtmp\RTMPHandshake.java","Source Code"
".github\ISSUE_TEMPLATE.md","Documentation"
"src\main\java\org\red5\server\api\stream\OperationNotSupportedException.java","Source Code"
"src\main\server\webapps\oflaDemo\WEB-INF\classes\org\red5\demos\oflaDemo\DemoService.class","Configuration"
"src\main\java\org\red5\server\net\remoting\RemotingConnection.java","Source Code"
"server\src\main\server\conf\catalina.policy","Configuration"
"src\main\java\org\red5\server\api\stream\StreamState.java","Source Code"
"service\src\main\daemon\uninstall-service.bat","Configuration"
"servlet\src\main\java\org\red5\server\net\remoting\message\RemotingPacket.java","Source Code"
"src\test\java\org\red5\test\Foo.java","Tests"
"src\main\java\org\red5\server\stream\provider\FileProvider.java","Source Code"
"src\main\server\webapps\root\demos\videoConference.swf","Resources"
"server\src\test\java\org\red5\io\utils\ConversionUtilsTest.java","Tests"
"server\src\main\server\webapps\root\demos\xray.swf","Resources"
"src\main\server\webapps\root\demos\SimpleChat.html","Resources"
"src\main\java\org\red5\server\service\mp3\impl\MP3Service.java","Source Code"
"src\main\java\org\red5\server\stream\StreamService.java","Source Code"
"io\src\main\java\org\red5\io\IKeyFrameMetaCache.java","Source Code"
"client\src\test\java\org\red5\client\RemoteSOTest.java","Tests"
"server\src\main\java\org\red5\server\api\session\ISession.java","Source Code"
"server\src\main\server\war\context.xml","Configuration"
"common\src\main\java\org\red5\server\net\rtmp\event\IRTMPEvent.java","Source Code"
"src\main\java\org\red5\server\api\scope\IScope.java","Source Code"
"src\main\server\webapps\root\WEB-INF\red5-web.properties","Configuration"
"common\src\main\java\org\red5\server\stream\message\StatusMessage.java","Source Code"
"src\main\server\webapps\installer\playerProductInstall.swf","Resources"
"src\main\java\org\red5\server\Client.java","Source Code"
"src\test\java\org\red5\server\api\context.xml","Configuration"
"src\main\java\org\red5\server\api\service\ISubscriberStreamService.java","Source Code"
"io\src\main\java\org\red5\io\flv\meta\MetaService.java","Source Code"
"server\src\main\java\org\red5\server\service\m4a\impl\M4AService.java","Source Code"
"common\src\test\resources\bigpacket.dat","Resources"
"io\src\main\java\org\red5\io\sctp\SctpChannel.java","Source Code"
"src\main\java\org\red5\server\api\stream\IClientBroadcastStream.java","Source Code"
"common\src\main\java\org\red5\server\net\rtmp\IRTMPHandler.java","Source Code"
"io\src\main\java\org\red5\cache\ICacheStore.java","Source Code"
"io\src\main\java\org\red5\codec\OpusAudio.java","Source Code"
"server\src\main\java\org\red5\server\tomcat\rtmpt\RTMPTLoader.java","Source Code"
"servlet\src\main\java\org\red5\server\net\servlet\RedirectHTTPServlet.java","Source Code"
"src\main\java\org\red5\server\net\rtmp\codec\RTMP.java","Source Code"
"server\src\main\java\org\red5\server\plugin\PluginLauncher.java","Source Code"
"io\src\main\java\org\red5\codec\SpeexAudio.java","Source Code"
"src\main\java\org\red5\server\api\so\ISharedObjectService.java","Source Code"
"server\src\main\server\webapps\vod\WEB-INF\web.xml","Configuration"
"io\src\test\java\org\red5\io\utils\ConversionUtilsTest.java","Tests"
"common\src\main\java\org\red5\server\api\service\IServiceHandlerProviderAware.java","Source Code"
"src\main\java\org\red5\server\scope\Scope.java","Source Code"
"src\main\server\webapps\vod\WEB-INF\web.xml","Configuration"
"common\src\main\java\org\red5\server\exception\ScopeException.java","Source Code"
"src\main\java\org\red5\server\stream\StreamableFileFactory.java","Source Code"
"src\main\server\war\red5-core.xml","Configuration"
"src\main\server\webapps\root\demos\ofla_demo.html","Resources"
"src\main\server\plugins\tomcat-embed-logging-juli-7.0.50.jar","Configuration"
"common\src\main\java\org\red5\server\api\stream\IStream.java","Source Code"
"src\main\server\webapps\chat\WEB-INF\lib\chat-1.0.jar","Configuration"
"server\src\main\java\org\red5\server\stream\RtmpSampleAccess.java","Source Code"
"src\main\java\org\red5\server\api\event\IEventListener.java","Source Code"
"common\src\main\java\org\red5\server\api\stream\IStreamService.java","Source Code"
"common\src\main\java\org\red5\server\api\service\IBroadcastStreamService.java","Source Code"
"src\main\java\org\red5\server\stream\AudioCodecFactory.java","Source Code"
"server\src\main\server\webapps\root\demos\BallControl.html","Resources"
"src\main\server\conf\truststore.jmx","Configuration"
"src\main\java\org\red5\server\exception\ScopeNotFoundException.java","Source Code"
"io\src\test\java\org\red5\io\object\InputTest.java","Tests"
"io\src\main\java\org\red5\io\amf3\DataInput.java","Source Code"
"server\src\main\java\org\red5\net\websocket\server\DefaultWebSocketEndpoint.java","Source Code"
"io\src\test\resources\fixtures\h264_speex.flv","Resources"
"src\main\java\org\red5\server\api\so\IClientSharedObject.java","Source Code"
"client\src\main\resources\ehcache.xml","Resources"
"io\src\main\java\org\red5\io\BufferType.java","Source Code"
"common\src\main\java\org\red5\server\net\protocol\RTMPDecodeState.java","Source Code"
"io\src\main\java\org\red5\io\mp3\impl\MP3.java","Source Code"
"io\src\main\java\org\red5\io\mp3\IMP3.java","Source Code"
"server\src\main\server\webapps\chat\simpleSOChat.swf","Resources"
"src\main\server\war\logback.xml","Configuration"
"common\src\main\java\org\red5\server\messaging\PipeConnectionEvent.java","Source Code"
"server\src\main\server\conf\tomcat-users.xml","Configuration"
"src\main\server\war\defaultContext.xml","Configuration"
"src\main\server\plugins\tomcat-embed-logging-log4j.jar","Configuration"
"io\src\main\java\org\red5\io\sctp\packet\chunks\Init.java","Source Code"
"server\src\main\server\webapps\root\demos\assets\swfobject.js","Resources"
"src\main\java\org\red5\server\net\rtmp\event\SerializeUtils.java","Source Code"
"src\main\server\webapps\root\demos\publisher.swf","Resources"
"client\src\main\java\org\red5\client\net\rtmp\codec\RTMPClientProtocolDecoder.java","Source Code"
"io\src\main\java\org\red5\io\FileKeyFrameMetaCache.java","Source Code"
"src\main\java\org\red5\logging\LoggingContextSelector.java","Source Code"
"common\src\main\java\org\red5\server\so\ClientSharedObject.java","Source Code"
".vscode\settings.json","Resources"
"src\main\java\org\red5\server\adapter\MultiThreadedApplicationAdapter.java","Source Code"
"io\src\test\java\org\red5\io\mp3\impl\MP3ReaderTest.java","Tests"
"src\main\java\org\red5\server\api\stream\IBroadcastStream.java","Source Code"
"common\src\main\java\org\red5\server\scope\ScopeSecurityHandler.java","Source Code"
"server\src\main\server\conf\jee-container.xml","Configuration"
"src\main\java\org\red5\server\net\remoting\codec\RemotingCodecFactory.java","Source Code"
"common\src\main\java\org\red5\server\messaging\OOBControlMessage.java","Source Code"
"common\src\main\java\org\red5\server\service\Call.java","Source Code"
"src\main\java\org\red5\server\api\stream\IStreamSecurityService.java","Source Code"
"io\src\main\java\org\red5\codec\AbstractAudio.java","Source Code"
"client\src\main\java\org\red5\client\net\rtmp\RTMPClient.java","Source Code"
"src\main\java\org\red5\server\jmx\mxbeans\RTMPMinaTransportMXBean.java","Source Code"
"server\src\main\java\org\red5\server\service\ScopeServiceResolver.java","Source Code"
"src\main\java\org\red5\server\api\stream\support\DynamicPlayItem.java","Source Code"
"io\src\main\java\org\red5\compatibility\flex\data\messages\DataMessage.java","Source Code"
"io\src\main\java\org\red5\io\utils\BufferUtils.java","Source Code"
"src\main\java\org\red5\server\jmx\mxbeans\ConnectionMXBean.java","Source Code"
"common\src\main\java\org\red5\server\api\listeners\IConnectionListener.java","Source Code"
"src\main\server\webapps\root\demos\bwcheck.swf","Resources"
"src\main\server\plugins\tomcat-embed-logging-juli.jar","Configuration"
"common\src\main\java\org\red5\server\util\HttpConnectionUtil.java","Source Code"
"io\src\main\java\org\red5\io\sctp\SctpSocketOption.java","Source Code"
"src\main\server\plugins\tomcatplugin-1.12.jar","Configuration"
"src\test\resources\scripts\linux\flash-player","Resources"
"src\main\java\org\red5\server\net\remoting\message\RemotingPacket.java","Source Code"
"common\src\main\java\org\red5\server\api\scope\IScopeService.java","Source Code"
"client\src\main\java\org\red5\client\net\rtmpt\RTMPTClientConnector.java","Source Code"
"common\src\main\java\org\red5\server\stream\IProviderService.java","Source Code"
"server\src\main\server\conf\red5-core.xml","Configuration"
"src\test\java\org\red5\server\scheduling\QuartzSchedulingServiceTest.java","Tests"
"src\main\java\org\red5\server\so\ClientSharedObject.java","Source Code"
"common\src\main\java\org\red5\server\net\rtmpt\RTMPTHandler.java","Source Code"
"io\src\test\java\org\red5\io\TestJavaBean.java","Tests"
"client\src\main\java\org\red5\client\net\rtmps\RTMPTSClientConnector.java","Source Code"
"io\src\main\java\org\red5\io\utils\RandomGUID.java","Source Code"
"server\src\main\java\org\red5\server\MappingStrategy.java","Source Code"
"CONTRIBUTING.md","Documentation"
"src\main\server\webapps\SOSample\WEB-INF\web.xml","Configuration"
"src\main\java\org\red5\server\messaging\IPipeConnectionListener.java","Source Code"
"client\src\test\resources\RTMP-C0C1.dat","Resources"
"src\main\server\webapps\chat\WEB-INF\classes\org\red5\demos\chat\WebSocketChatDataListener.class","Configuration"
"src\main\java\org\red5\server\messaging\AbstractPipe.java","Source Code"
"common\src\main\java\org\red5\server\api\scope\IGlobalScope.java","Source Code"
"server\src\test\java\org\red5\server\service\MetaDataTest.java","Tests"
"src\test\java\org\red5\server\stream\PlaylistSubscriberStreamTest.java","Tests"
"common\src\main\java\org\red5\server\api\scheduling\IScheduledJob.java","Source Code"
"src\test\java\org\red5\server\service\ConversionUtilsTest.java","Tests"
"server\src\main\java\org\red5\server\net\remoting\RemotingConnection.java","Source Code"
"src\main\java\org\red5\server\api\stream\IPlaylist.java","Source Code"
"src\test\java\org\red5\server\so\SOApplication.java","Tests"
"io\src\test\resources\fixtures\sample.mp4","Resources"
"server\src\main\java\org\red5\server\exception\AccessDeniedException.java","Source Code"
"server\src\main\server\conf\context.xml","Configuration"
"src\main\java\org\red5\server\stream\StreamNotFoundException.java","Source Code"
"src\main\server\plugins\tomcatplugin-1.11.jar","Configuration"
"common\src\main\java\org\red5\server\stream\consumer\FileConsumer.java","Source Code"
"src\main\server\webapps\vod\WEB-INF\red5-web.properties","Configuration"
"src\main\java\org\red5\server\api\plugin\IRed5Plugin.java","Source Code"
"common\src\main\java\org\red5\server\messaging\IMessageComponent.java","Source Code"
"common\pom.xml","Configuration"
"server\src\main\server\war\red5-core.xml","Configuration"
"io\src\main\java\org\red5\io\amf3\IDataInput.java","Source Code"
"license.txt","Documentation"
"src\test\java\org\red5\server\api\BaseTest.java","Tests"
"src\main\server\webapps\root\demos\othello.swf","Resources"
"src\main\java\org\red5\server\so\SharedObjectEvent.java","Source Code"
"src\main\server\webapps\oflaDemo\WEB-INF\classes\org\red5\demos\oflaDemo\IDemoService.class","Configuration"
"common\src\main\java\org\red5\server\jmx\mxbeans\ScopeMXBean.java","Source Code"
"src\test\resources\fixtures\test.flv","Resources"
"io\src\main\java\org\red5\io\flv\impl\FLVWriter.java","Source Code"
"src\main\java\org\red5\server\api\scope\IGlobalScope.java","Source Code"
"io\src\main\java\org\red5\media\processor\IPreProcessor.java","Source Code"
"common\src\main\java\org\red5\server\api\IClientRegistry.java","Source Code"
"service\src\main\java\org\red5\daemon\EngineLauncher.java","Source Code"
"src\main\java\org\red5\server\api\event\IEventHandler.java","Source Code"
"common\src\main\java\org\red5\server\service\MethodNotFoundException.java","Source Code"
"src\main\server\webapps\chat\framework_4.6.0.23201.swz","Configuration"
"src\main\java\org\red5\logging\DerbyLogInterceptor.java","Source Code"
"common\src\main\java\org\red5\server\api\stream\consumer\IFileConsumer.java","Source Code"
"server\src\main\server\webapps\oflaDemo\WEB-INF\classes\main.js","Configuration"
"common\src\main\java\org\red5\server\api\stream\ResourceNotFoundException.java","Source Code"
"src\main\java\org\red5\server\scope\ScopeResolver.java","Source Code"
"common\src\main\java\org\red5\server\jmx\mxbeans\JDKSchedulingServiceMXBean.java","Source Code"
"server\src\main\java\org\red5\server\stream\ConsumerService.java","Source Code"
"server\src\main\server\webapps\root\demos\simpleBroadcaster.swf","Resources"
"common\src\main\java\org\red5\server\net\rtmp\codec\RTMPProtocolEncoder.java","Source Code"
"common\src\main\java\org\red5\logging\Red5LoggerFactory.java","Source Code"
"common\src\main\java\org\red5\server\net\rtmp\event\Ping.java","Source Code"
"DaoTest\src\de\greenrobot\daotest\entity\StringKeyValueEntityTest.java","Tests"
"DaoTest\src\de\greenrobot\daotest\entity\DateEntityTest.java","Tests"
"DaoGenerator\src-template\dao-unit-test.ftl","Resources"
"DaoTestGenerator\build.gradle","Configuration"
"DaoTest\src\main\java\de\greenrobot\daotest\StringKeyValueEntity.java","Tests"
"tests\DaoTestBase\src\main\java\org\greenrobot\greendao\daotest2\KeepEntity.java","Tests"
"DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\SimpleEntity.java","Tests"
"DaoTest\src-gen\de\greenrobot\dao\test\AbcdefEntityDao.java","Tests"
"DaoTest\src\androidTest\java\de\greenrobot\daotest\entity\SqliteMasterTest.java","Tests"
"DaoCore\src\de\greenrobot\dao\query\Query.java","Source Code"
"PerformanceTests\Parse\src\main\AndroidManifest.xml","Configuration"
"DaoTest\src\androidTest\java\de\greenrobot\daotest\performance\target\LongHashMapJDBM.java","Tests"
"DaoTest\src\main\java\de\greenrobot\daotest\ToManyEntityDao.java","Tests"
"DaoCore\src\de\greenrobot\dao\PropertyConverter.java","Source Code"
"DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\IndexTest.java","Tests"
"DaoExample\src\main\java\org\greenrobot\greendao\example\App.java","Source Code"
"tests\DaoTestEntityAnnotation\src\androidTest\Java\org\greenrobot\greendao\test\entityannotation\NoteTest.java","Tests"
"PerformanceTests\OrmLite\src\androidTest\java\de\greenrobot\performance\ormlite\SimpleEntityNotNull.java","Tests"
"greendao-annotations\src\main\java\org\greenrobot\greendao\annotation\Keep.java","Source Code"
"DaoTest\assets\minimal-entity.sql","Resources"
"DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\rx\RxQueryTest.java","Tests"
"greendao-annotations\src\main\java\org\greenrobot\greendao\annotation\Unique.java","Source Code"
"DaoTest\src\androidTest\java\de\greenrobot\daotest\query\QueryBuilderAndOrTest.java","Tests"
"tests\DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\customtype\MyTimestampConverter.java","Tests"
"DaoTest\src-unit-test\de\greenrobot\dao\unittest\DaoSession.java","Tests"
"DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\query\DeleteQueryTest.java","Tests"
"DaoTest\src\de\greenrobot\daotest\DateEntityTest.java","Tests"
"DaoCore\src\main\java\org\greenrobot\greendao\annotations\Entity.java","Source Code"
"CHANGELOG.md","Documentation"
"DaoBase\.classpath","Configuration"
"DaoTest\src\main\java\de\greenrobot\daotest\AnActiveEntity.java","Tests"
"PerformanceTests\ActiveAndroid\src\androidTest\java\de\greenrobot\performance\activeandroid\IndexedStringEntity.java","Tests"
"tests\DaoTestEntityAnnotation\proguard.cfg","Configuration"
"DaoTest\src\de\greenrobot\dao\test\DaoSessionTest.java","Tests"
"DaoTest\src\androidTest\java\de\greenrobot\daotest\contentprovider\SimpleEntityContentProviderTest.java","Tests"
"DaoTest\src\main\java\de\greenrobot\daotest\ToManyTargetEntity.java","Tests"
"DaoTest\src\de\greenrobot\daotest\entity\TestEntityTestIdentityScope.java","Tests"
"DaoCore\project.properties","Configuration"
"DaoCore\src\main\Java\de\greenrobot\dao\query\AbstractQueryWithLimit.java","Source Code"
"DaoTest\src\androidTest\java\de\greenrobot\daotest\query\RawQueryTest.java","Tests"
"tests\DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\AutoincrementEntityDao.java","Tests"
"DaoExample\src\main\res\values\colors.xml","Resources"
"DaoCore\src\main\java\de\greenrobot\dao\AbstractDaoSession.java","Source Code"
"tests\DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\customtype\IntegerListConverter.java","Tests"
"examples\DaoExample\src\main\res\values\strings.xml","Resources"
"PerformanceTestRealm\build.gradle","Configuration"
"PerformanceTestOrmLite\src\de\greenrobot\performance\ormlite\SimpleEntityNotNullHelper.java","Tests"
"PerformanceTestOrmLite\.classpath","Configuration"
"PerformanceTests\OrmLite\src\androidTest\java\de\greenrobot\performance\ormlite\DbHelper.java","Tests"
"DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\TreeEntityDao.java","Tests"
"DaoCore\src\main\java\org\greenrobot\greendao\rx\RxQuery.java","Source Code"
"PerformanceTestOrmLite\src\de\greenrobot\performance\ormlite\DbHelper.java","Tests"
"DaoBase\src\de\greenrobot\dao\IdentityScope.java","Source Code"
"DaoTest\src\main\java\de\greenrobot\daotest2\dao\DaoMaster.java","Tests"
"DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\entity\StringKeyValueEntityTest.java","Tests"
"DaoCore\src\de\greenrobot\dao\AbstractDaoSession.java","Source Code"
"DaoTestPerformance\src\androidTest\java\org\greenrobot\greendao\performance\PerformanceTestNotNullIdentityScope.java","Tests"
"DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\IndexedStringEntity.java","Tests"
"DaoCore\src\main\Java\de\greenrobot\dao\internal\LongHashMap.java","Source Code"
"DaoGenerator\src-template\encryption\dao-deep.ftl","Resources"
"DaoTestBase\src\main\java\de\greenrobot\daotest\DateEntityDao.java","Tests"
"DaoCore\src\main\java\de\greenrobot\dao\database\AndroidSQLiteStatement.java","Source Code"
"DaoBase\src\de\greenrobot\dao\FastCursor.java","Source Code"
"PerformanceTests\Parse\src\main\res\values\styles.xml","Resources"
"DaoCore\src\main\java\de\greenrobot\dao\database\EncryptedDatabaseOpenHelper.java","Source Code"
"tests\DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\entity\JoinManyToDateEntityTest.java","Tests"
"DaoCore\src\de\greenrobot\dao\WhereCondition.java","Source Code"
"DaoTestPerformance\src\androidTest\java\org\greenrobot\greendao\performance\LoockupPerformanceTest.java","Tests"
"DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\TestInterface.java","Tests"
"DaoCore\src\main\java\org\greenrobot\greendao\annotation\ToMany.java","Source Code"
"DaoTestPerformance\src\androidTest\java\org\greenrobot\greendao\performance\StringGenerator.java","Tests"
"DaoExample\lib\greenDAO-javadoc.jar","Configuration"
"DaoTest\src-gen\de\greenrobot\daotest\SqliteMaster.java","Tests"
"DaoTest\src\androidTest\java\de\greenrobot\daotest\performance\IndexedStringPerformanceTest.java","Tests"
"DaoTest\project.properties","Configuration"
"DaoCore\src\main\java\org\greenrobot\greendao\InternalUnitTestDaoAccess.java","Tests"
"tests\DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\CustomTypeEntityDao.java","Tests"
"PerformanceTests\Sqlite\src\main\AndroidManifest.xml","Configuration"
"DaoTest\src\de\greenrobot\daotest\query\QueryForThreadTest.java","Tests"
"tests\DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\CustomTypeEntity.java","Tests"
"DaoCore\NOTICE","Documentation"
"PerformanceTestOrmLite\proguard.cfg","Configuration"
"DaoCore\src\main\java\org\greenrobot\greendao\database\StandardDatabase.java","Source Code"
"DaoGenerator\.settings\org.eclipse.jdt.groovy.core.prefs","Configuration"
"DaoTest\src-gen\de\greenrobot\daotest\DateEntityDao.java","Tests"
"PerformanceTests\Cupboard\src\androidTest\java\de\greenrobot\performance\cupboard\PerformanceTestCupboard.java","Tests"
"PerformanceTests\Parse\src\main\res\values\strings.xml","Resources"
"tests\DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\entity\SqliteMasterTest.java","Tests"
"DaoTest\src\de\greenrobot\daotest\query\CountQueryThreadLocalTest.java","Tests"
"DaoTest\src-gen\de\greenrobot\testdao\TestEntitySimple.java","Tests"
"DaoTest\src-gen\de\greenrobot\daotest\AutoincrementEntityDao.java","Tests"
"DaoTest\src\de\greenrobot\daotest\query\QueryBuilderAndOrTest.java","Tests"
"DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\TestEntityDao.java","Tests"
"DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\query\QueryBuilderOrderTest.java","Tests"
"DaoCore\src\de\greenrobot\dao\test\AbstractDaoTestStringPk.java","Tests"
"DaoBase\src\de\greenrobot\dao\SqlUtils.java","Source Code"
"DaoCore\src\main\java\de\greenrobot\dao\AbstractDaoMaster.java","Source Code"
"DaoCore\src\main\java\org\greenrobot\greendao\annotation\NotNull.java","Source Code"
"DaoTest\src-gen\de\greenrobot\testdao\TestEntitySimpleDaoTest.java","Tests"
"DaoExample\src-gen\de\greenrobot\daoexample\DaoMaster.java","Source Code"
"DaoCore\src\main\Java\de\greenrobot\dao\internal\SqlUtils.java","Source Code"
"DaoTest\src\main\java\de\greenrobot\daotest\ToManyEntity.java","Tests"
"DaoTest\src\androidTest\java\de\greenrobot\daotest\DaoSessionTest.java","Tests"
"tests\DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\entity\TestEntityTest.java","Tests"
"DaoTest\src\androidTest\java\de\greenrobot\daotest\async\MergeTxAsyncTest.java","Tests"
"DaoCore\src\main\java\org\greenrobot\greendao\async\AsyncDaoException.java","Source Code"
"tests\DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\SpecialNamesEntity.java","Tests"
"DaoCore\src\main\java\org\greenrobot\greendao\query\AbstractQuery.java","Source Code"
"tests\DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\contentprovider\SimpleEntityContentProviderTest.java","Tests"
"DaoCore\src\main\Java\de\greenrobot\dao\query\WhereCondition.java","Source Code"
"DaoTest\src-gen\de\greenrobot\daotest\TestEntityDao.java","Tests"
"DaoTest\src\de\greenrobot\dao\test\RelationEntityTest.java","Tests"
"DaoTest\src\de\greenrobot\daotest\performance\StringGenerator.java","Tests"
"greendao-annotations\src\main\java\org\greenrobot\greendao\annotation\ToOne.java","Source Code"
"DaoTest\src\androidTest\java\de\greenrobot\daotest\query\QueryBuilderSimpleTest.java","Tests"
"DaoTest\src-gen\de\greenrobot\dao\test\DaoMaster.java","Tests"
"DaoTestPerformance\src\main\AndroidManifest.xml","Configuration"
"DaoTest\src\de\greenrobot\daotest\performance\target\LongHashMapAmarena2DZechner.java","Tests"
"DaoCore\src\de\greenrobot\dao\IdentityScope.java","Source Code"
"DaoCore\src\main\java\org\greenrobot\greendao\annotations\Id.java","Source Code"
"DaoCore\src\de\greenrobot\dao\AsyncOperation.java","Source Code"
"DaoTest\src\androidTest\java\de\greenrobot\daotest\query\QuerySpecialNamesTest.java","Tests"
"DaoTestBase\src\main\java\de\greenrobot\daotest\customtype\IntegerListConverter.java","Tests"
"DaoTestBase\src\main\java\de\greenrobot\daotest2\specialentity\RelationSource2.java","Tests"
"DaoCore\src\main\java\de\greenrobot\dao\internal\LongHashMap.java","Source Code"
"PerformanceTestActiveAndroid\src\androidTest\java\de\greenrobot\performance\activeandroid\PerformanceTestActiveAndroid.java","Tests"
"DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\entity\TestEntityTestBase.java","Tests"
"PerformanceTests\OrmLite\src\androidTest\java\de\greenrobot\performance\ormlite\PerformanceTestOrmLite.java","Tests"
"tests\DaoTestPerformance\build.gradle","Configuration"
"DaoTest\src\main\java\de\greenrobot\daotest\AbcdefEntity.java","Tests"
"tests\DaoTestBase\src\main\java\org\greenrobot\greendao\daotest\ExtendsImplementsEntityDao.java","Tests"
"DaoTest\src\main\java\de\greenrobot\daotest\SimpleEntity.java","Tests"
"examples\DaoExample\src\main\res\mipmap-xhdpi\ic_launcher.png","Resources"
"DaoTest\src-gen\de\greenrobot\daotest\SqliteMasterDao.java","Tests"
"DaoTest\src\androidTest\java\de\greenrobot\daotest\entity\CustomTypeEntityTest.java","Tests"
"DaoExample\src\main\res\drawable-mdpi\icon.png","Resources"
"DaoBase\AndroidManifest.xml","Configuration"
"DaoCore\src\de\greenrobot\dao\internal\FastCursor.java","Source Code"
"DaoCore\src\de\greenrobot\dao\test\AbstractDaoTestSinglePk.java","Tests"
"DaoCore\src\de\greenrobot\dao\database\SQLCipherDatabase.java","Source Code"
"DaoCore\src\de\greenrobot\dao\database\DatabaseStatement.java","Source Code"
"DaoExample\src\main\res\values\dimens.xml","Resources"
"gradle\wrapper\gradle-wrapper.jar","Configuration"
"DaoGenerator\src-test\de\greenrobot\daogenerator\test\SimpleDaoGeneratorTest.java","Tests"
"DaoGenerator\src\org\greenrobot\greendao\generator\ToMany.java","Source Code"
"DaoTestBase\src\main\java\de\greenrobot\daotest\SimpleEntityNotNullDao.java","Tests"
"tests\DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\query\QuerySpecialNamesTest.java","Tests"
"PerformanceTestOrmLite\lib\ormlite-core-4.24-sources.jar","Configuration"
"DaoTest\src\main\java\de\greenrobot\daotest\TreeEntity.java","Tests"
"DaoTest\src\androidTest\java\org\greenrobot\greendao\daotest\entity\SimpleEntityNotNullTest.java","Tests"
"DaoTest\src\main\java\de\greenrobot\daotest\AbcdefEntityDao.java","Tests"
"DaoTest\src-gen\de\greenrobot\testdao\SimpleEntityNotNullDao.java","Tests"
"DaoExampleGenerator\.settings\org.eclipse.jdt.groovy.core.prefs","Configuration"
